id,step,task_id,subject,group_kind,claim_group_id,opposing_group_id,labels,payload_json,created_at
1112,625,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00625"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-06-28T09:44:31+08:00
1113,626,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00626"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-06-28T09:44:31+08:00
1114,627,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00627"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-06-28T09:44:31+08:00
1115,628,T_0063,10.189.191.109,action,G_T_0063_action_malicious,G_T_0063_action_benign,malicious vs benign,"{""new_claim_id"":""C_00628"",""new_group"":""G_T_0063_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00624""}",2026-06-28T09:44:31+08:00
1116,629,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00629"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-06-28T09:44:31+08:00
1117,630,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00630"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-06-28T09:44:31+08:00
1118,635,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00635"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-06-28T09:44:32+08:00
1119,636,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00636"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-06-28T09:44:32+08:00
1120,637,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00637"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-06-28T09:44:32+08:00
1121,638,T_0064,10.192.198.122,action,G_T_0064_action_malicious,G_T_0064_action_benign,malicious vs benign,"{""new_claim_id"":""C_00638"",""new_group"":""G_T_0064_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00634""}",2026-06-28T09:44:32+08:00
1122,639,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00639"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-06-28T09:44:32+08:00
1123,640,T_0064,10.192.198.122,risk,G_T_0064_risk_benign,G_T_0064_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00640"",""new_group"":""G_T_0064_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0064_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00639""}",2026-06-28T09:44:32+08:00
1124,645,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00645"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-06-28T09:44:33+08:00
1125,646,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00646"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-06-28T09:44:33+08:00
1126,647,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00647"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-06-28T09:44:33+08:00
1127,648,T_0065,10.195.205.135,action,G_T_0065_action_benign,G_T_0065_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00648"",""new_group"":""G_T_0065_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00644""}",2026-06-28T09:44:33+08:00
1128,649,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00649"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-06-28T09:44:33+08:00
1129,650,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00650"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-06-28T09:44:33+08:00
1130,655,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00655"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-06-28T09:44:34+08:00
1131,656,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00656"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-06-28T09:44:34+08:00
1132,657,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00657"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-06-28T09:44:34+08:00
1133,658,T_0066,10.198.212.148,action,G_T_0066_action_malicious,G_T_0066_action_benign,malicious vs benign,"{""new_claim_id"":""C_00658"",""new_group"":""G_T_0066_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00654""}",2026-06-28T09:44:34+08:00
1134,659,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00659"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-06-28T09:44:34+08:00
1135,660,T_0066,10.198.212.148,risk,G_T_0066_risk_benign,G_T_0066_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00660"",""new_group"":""G_T_0066_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0066_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00659""}",2026-06-28T09:44:34+08:00
1136,665,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00665"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-06-28T09:44:35+08:00
1137,666,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00666"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-06-28T09:44:35+08:00
1138,667,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00667"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-06-28T09:44:36+08:00
1139,668,T_0067,10.201.219.161,action,G_T_0067_action_benign,G_T_0067_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00668"",""new_group"":""G_T_0067_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00664""}",2026-06-28T09:44:36+08:00
1140,669,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00669"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-06-28T09:44:36+08:00
1141,670,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00670"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-06-28T09:44:36+08:00
1142,675,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00675"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-06-28T09:44:36+08:00
1143,676,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00676"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-06-28T09:44:37+08:00
1144,677,T_0068,,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00677"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-06-28T09:44:37+08:00
1145,678,T_0068,10.204.226.174,action,G_T_0068_action_malicious,G_T_0068_action_benign,malicious vs benign,"{""new_claim_id"":""C_00678"",""new_group"":""G_T_0068_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00674""}",2026-06-28T09:44:37+08:00
1146,679,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00679"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-06-28T09:44:37+08:00
1147,680,T_0068,10.204.226.174,risk,G_T_0068_risk_benign,G_T_0068_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00680"",""new_group"":""G_T_0068_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0068_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00679""}",2026-06-28T09:44:37+08:00
1148,685,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00685"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-06-28T09:44:38+08:00
1149,686,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00686"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-06-28T09:44:38+08:00
1150,687,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00687"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-06-28T09:44:38+08:00
1151,688,T_0069,10.207.233.187,action,G_T_0069_action_malicious,G_T_0069_action_benign,malicious vs benign,"{""new_claim_id"":""C_00688"",""new_group"":""G_T_0069_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00684""}",2026-06-28T09:44:38+08:00
1152,689,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00689"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-06-28T09:44:38+08:00
1153,690,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00690"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-06-28T09:44:38+08:00
1154,695,T_0070,10.210.240.200,risk,G_T_0070_risk_benign,G_T_0070_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00695"",""new_group"":""G_T_0070_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00693""}",2026-06-28T09:44:39+08:00
1155,696,T_0070,10.210.240.200,risk,G_T_0070_risk_benign,G_T_0070_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00696"",""new_group"":""G_T_0070_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00693""}",2026-06-28T09:44:39+08:00
1156,697,T_0070,10.210.240.200,risk,G_T_0070_risk_benign,G_T_0070_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00697"",""new_group"":""G_T_0070_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00693""}",2026-06-28T09:44:39+08:00
1157,698,T_0070,10.210.240.200,action,G_T_0070_action_benign,G_T_0070_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00698"",""new_group"":""G_T_0070_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00694""}",2026-06-28T09:44:39+08:00
1158,699,T_0070,10.210.240.200,risk,G_T_0070_risk_benign,G_T_0070_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00699"",""new_group"":""G_T_0070_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00693""}",2026-06-28T09:44:39+08:00
1159,700,T_0070,10.210.240.200,risk,G_T_0070_risk_malicious,G_T_0070_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00700"",""new_group"":""G_T_0070_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0070_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00699""}",2026-06-28T09:44:39+08:00
1160,705,T_0071,10.213.247.213,risk,G_T_0071_risk_malicious,G_T_0071_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00705"",""new_group"":""G_T_0071_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00703""}",2026-06-28T09:44:40+08:00
1161,706,T_0071,10.213.247.213,risk,G_T_0071_risk_malicious,G_T_0071_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00706"",""new_group"":""G_T_0071_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00703""}",2026-06-28T09:44:40+08:00
1162,707,T_0071,10.213.247.213,risk,G_T_0071_risk_malicious,G_T_0071_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00707"",""new_group"":""G_T_0071_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00703""}",2026-06-28T09:44:40+08:00
1163,708,T_0071,10.213.247.213,action,G_T_0071_action_malicious,G_T_0071_action_benign,malicious vs benign,"{""new_claim_id"":""C_00708"",""new_group"":""G_T_0071_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00704""}",2026-06-28T09:44:40+08:00
1164,709,T_0071,10.213.247.213,risk,G_T_0071_risk_malicious,G_T_0071_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00709"",""new_group"":""G_T_0071_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00703""}",2026-06-28T09:44:40+08:00
1165,710,T_0071,10.213.247.213,risk,G_T_0071_risk_malicious,G_T_0071_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00710"",""new_group"":""G_T_0071_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0071_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00703""}",2026-06-28T09:44:40+08:00
1166,715,T_0072,10.216.4.226,risk,G_T_0072_risk_benign,G_T_0072_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00715"",""new_group"":""G_T_0072_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0072_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00713""}",2026-06-28T09:44:41+08:00
1167,716,T_0072,10.216.4.226,risk,G_T_0072_risk_benign,G_T_0072_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00716"",""new_group"":""G_T_0072_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0072_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00713""}",2026-06-28T09:44:41+08:00
1168,717,T_0072,10.216.4.226,risk,G_T_0072_risk_benign,G_T_0072_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00717"",""new_group"":""G_T_0072_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0072_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00713""}",2026-06-28T09:44:41+08:00
1169,718,T_0072,10.216.4.226,action,G_T_0072_action_benign,G_T_0072_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00718"",""new_group"":""G_T_0072_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0072_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00714""}",2026-06-28T09:44:41+08:00
1170,719,T_0072,10.216.4.226,risk,G_T_0072_risk_benign,G_T_0072_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00719"",""new_group"":""G_T_0072_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0072_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00713""}",2026-06-28T09:44:41+08:00
1171,720,T_0072,10.216.4.226,risk,G_T_0072_risk_malicious,G_T_0072_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00720"",""new_group"":""G_T_0072_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0072_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00719""}",2026-06-28T09:44:41+08:00
1172,725,T_0073,10.219.11.239,risk,G_T_0073_risk_malicious,G_T_0073_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00725"",""new_group"":""G_T_0073_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00723""}",2026-06-28T09:44:42+08:00
1173,726,T_0073,10.219.11.239,risk,G_T_0073_risk_malicious,G_T_0073_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00726"",""new_group"":""G_T_0073_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00723""}",2026-06-28T09:44:42+08:00
1174,727,T_0073,10.219.11.239,risk,G_T_0073_risk_malicious,G_T_0073_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00727"",""new_group"":""G_T_0073_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00723""}",2026-06-28T09:44:43+08:00
1175,728,T_0073,10.219.11.239,action,G_T_0073_action_malicious,G_T_0073_action_benign,malicious vs benign,"{""new_claim_id"":""C_00728"",""new_group"":""G_T_0073_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00724""}",2026-06-28T09:44:43+08:00
1176,729,T_0073,10.219.11.239,risk,G_T_0073_risk_malicious,G_T_0073_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00729"",""new_group"":""G_T_0073_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00723""}",2026-06-28T09:44:43+08:00
1177,730,T_0073,10.219.11.239,risk,G_T_0073_risk_malicious,G_T_0073_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00730"",""new_group"":""G_T_0073_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0073_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00723""}",2026-06-28T09:44:43+08:00
1178,735,T_0074,10.222.18.12,risk,G_T_0074_risk_malicious,G_T_0074_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00735"",""new_group"":""G_T_0074_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0074_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00733""}",2026-06-28T09:44:43+08:00
1179,736,T_0074,10.222.18.12,risk,G_T_0074_risk_malicious,G_T_0074_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00736"",""new_group"":""G_T_0074_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0074_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00733""}",2026-06-28T09:44:44+08:00
1180,737,T_0074,10.222.18.12,risk,G_T_0074_risk_malicious,G_T_0074_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00737"",""new_group"":""G_T_0074_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0074_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00733""}",2026-06-28T09:44:44+08:00
1181,738,T_0074,10.222.18.12,action,G_T_0074_action_malicious,G_T_0074_action_benign,malicious vs benign,"{""new_claim_id"":""C_00738"",""new_group"":""G_T_0074_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0074_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00734""}",2026-06-28T09:44:44+08:00
1182,739,T_0074,10.222.18.12,risk,G_T_0074_risk_malicious,G_T_0074_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00739"",""new_group"":""G_T_0074_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0074_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00733""}",2026-06-28T09:44:44+08:00
