id,step,task_id,subject,group_kind,claim_group_id,opposing_group_id,labels,payload_json,created_at
3243,577,T_0058,10.174.156.44,risk,G_T_0058_risk_malicious,G_T_0058_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00577"",""new_group"":""G_T_0058_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0058_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00573""}",2026-07-03T02:26:41+08:00
3244,578,T_0058,10.174.156.44,action,G_T_0058_action_malicious,G_T_0058_action_benign,malicious vs benign,"{""new_claim_id"":""C_00578"",""new_group"":""G_T_0058_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0058_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00574""}",2026-07-03T02:26:41+08:00
3245,579,T_0058,10.174.156.44,risk,G_T_0058_risk_malicious,G_T_0058_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00579"",""new_group"":""G_T_0058_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0058_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00573""}",2026-07-03T02:26:41+08:00
3246,580,T_0058,10.174.156.44,risk,G_T_0058_risk_benign,G_T_0058_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00580"",""new_group"":""G_T_0058_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0058_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00579""}",2026-07-03T02:26:41+08:00
3247,585,T_0059,10.177.163.57,risk,G_T_0059_risk_malicious,G_T_0059_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00585"",""new_group"":""G_T_0059_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00583""}",2026-07-03T02:26:41+08:00
3248,586,T_0059,10.177.163.57,risk,G_T_0059_risk_malicious,G_T_0059_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00586"",""new_group"":""G_T_0059_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00583""}",2026-07-03T02:26:41+08:00
3249,587,T_0059,10.177.163.57,risk,G_T_0059_risk_malicious,G_T_0059_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00587"",""new_group"":""G_T_0059_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00583""}",2026-07-03T02:26:41+08:00
3250,588,T_0059,10.177.163.57,action,G_T_0059_action_malicious,G_T_0059_action_benign,malicious vs benign,"{""new_claim_id"":""C_00588"",""new_group"":""G_T_0059_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00584""}",2026-07-03T02:26:41+08:00
3251,589,T_0059,10.177.163.57,risk,G_T_0059_risk_malicious,G_T_0059_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00589"",""new_group"":""G_T_0059_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00583""}",2026-07-03T02:26:41+08:00
3252,590,T_0059,10.177.163.57,risk,G_T_0059_risk_malicious,G_T_0059_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00590"",""new_group"":""G_T_0059_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0059_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00583""}",2026-07-03T02:26:41+08:00
3253,595,T_0060,10.180.170.70,risk,G_T_0060_risk_benign,G_T_0060_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00595"",""new_group"":""G_T_0060_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0060_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00593""}",2026-07-03T02:26:41+08:00
3254,596,T_0060,10.180.170.70,risk,G_T_0060_risk_benign,G_T_0060_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00596"",""new_group"":""G_T_0060_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0060_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00593""}",2026-07-03T02:26:41+08:00
3255,597,T_0060,10.180.170.70,risk,G_T_0060_risk_benign,G_T_0060_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00597"",""new_group"":""G_T_0060_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0060_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00593""}",2026-07-03T02:26:41+08:00
3256,598,T_0060,10.180.170.70,action,G_T_0060_action_benign,G_T_0060_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00598"",""new_group"":""G_T_0060_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0060_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00594""}",2026-07-03T02:26:41+08:00
3257,599,T_0060,10.180.170.70,risk,G_T_0060_risk_benign,G_T_0060_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00599"",""new_group"":""G_T_0060_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0060_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00593""}",2026-07-03T02:26:41+08:00
3258,600,T_0060,10.180.170.70,risk,G_T_0060_risk_malicious,G_T_0060_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00600"",""new_group"":""G_T_0060_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0060_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00599""}",2026-07-03T02:26:41+08:00
3259,605,T_0061,10.183.177.83,risk,G_T_0061_risk_malicious,G_T_0061_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00605"",""new_group"":""G_T_0061_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00603""}",2026-07-03T02:26:41+08:00
3260,606,T_0061,10.183.177.83,risk,G_T_0061_risk_malicious,G_T_0061_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00606"",""new_group"":""G_T_0061_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00603""}",2026-07-03T02:26:41+08:00
3261,607,T_0061,10.183.177.83,risk,G_T_0061_risk_malicious,G_T_0061_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00607"",""new_group"":""G_T_0061_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00603""}",2026-07-03T02:26:41+08:00
3262,608,T_0061,10.183.177.83,action,G_T_0061_action_malicious,G_T_0061_action_benign,malicious vs benign,"{""new_claim_id"":""C_00608"",""new_group"":""G_T_0061_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00604""}",2026-07-03T02:26:41+08:00
3263,609,T_0061,10.183.177.83,risk,G_T_0061_risk_malicious,G_T_0061_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00609"",""new_group"":""G_T_0061_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00603""}",2026-07-03T02:26:41+08:00
3264,610,T_0061,10.183.177.83,risk,G_T_0061_risk_malicious,G_T_0061_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00610"",""new_group"":""G_T_0061_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0061_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00603""}",2026-07-03T02:26:41+08:00
3265,615,T_0062,10.186.184.96,risk,G_T_0062_risk_benign,G_T_0062_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00615"",""new_group"":""G_T_0062_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0062_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00613""}",2026-07-03T02:26:41+08:00
3266,616,T_0062,10.186.184.96,risk,G_T_0062_risk_benign,G_T_0062_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00616"",""new_group"":""G_T_0062_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0062_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00613""}",2026-07-03T02:26:41+08:00
3267,617,T_0062,10.186.184.96,risk,G_T_0062_risk_benign,G_T_0062_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00617"",""new_group"":""G_T_0062_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0062_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00613""}",2026-07-03T02:26:41+08:00
3268,618,T_0062,10.186.184.96,action,G_T_0062_action_benign,G_T_0062_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00618"",""new_group"":""G_T_0062_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0062_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00614""}",2026-07-03T02:26:41+08:00
3269,619,T_0062,10.186.184.96,risk,G_T_0062_risk_benign,G_T_0062_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00619"",""new_group"":""G_T_0062_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0062_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00613""}",2026-07-03T02:26:41+08:00
3270,620,T_0062,10.186.184.96,risk,G_T_0062_risk_malicious,G_T_0062_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00620"",""new_group"":""G_T_0062_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0062_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00619""}",2026-07-03T02:26:41+08:00
3271,625,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00625"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-07-03T02:26:41+08:00
3272,626,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00626"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-07-03T02:26:41+08:00
3273,627,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00627"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-07-03T02:26:41+08:00
3274,628,T_0063,10.189.191.109,action,G_T_0063_action_malicious,G_T_0063_action_benign,malicious vs benign,"{""new_claim_id"":""C_00628"",""new_group"":""G_T_0063_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00624""}",2026-07-03T02:26:41+08:00
3275,629,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00629"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-07-03T02:26:41+08:00
3276,630,T_0063,10.189.191.109,risk,G_T_0063_risk_malicious,G_T_0063_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00630"",""new_group"":""G_T_0063_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0063_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00623""}",2026-07-03T02:26:41+08:00
3277,635,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00635"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-07-03T02:26:41+08:00
3278,636,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00636"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-07-03T02:26:41+08:00
3279,637,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00637"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-07-03T02:26:41+08:00
3280,638,T_0064,10.192.198.122,action,G_T_0064_action_malicious,G_T_0064_action_benign,malicious vs benign,"{""new_claim_id"":""C_00638"",""new_group"":""G_T_0064_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00634""}",2026-07-03T02:26:41+08:00
3281,639,T_0064,10.192.198.122,risk,G_T_0064_risk_malicious,G_T_0064_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00639"",""new_group"":""G_T_0064_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0064_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00633""}",2026-07-03T02:26:41+08:00
3282,640,T_0064,10.192.198.122,risk,G_T_0064_risk_benign,G_T_0064_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00640"",""new_group"":""G_T_0064_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0064_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00639""}",2026-07-03T02:26:41+08:00
3283,645,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00645"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-07-03T02:26:41+08:00
3284,646,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00646"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-07-03T02:26:41+08:00
3285,647,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00647"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-07-03T02:26:41+08:00
3286,648,T_0065,10.195.205.135,action,G_T_0065_action_benign,G_T_0065_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00648"",""new_group"":""G_T_0065_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_003"",""opposing_claim_id"":""C_00644""}",2026-07-03T02:26:41+08:00
3287,649,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00649"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-07-03T02:26:41+08:00
3288,650,T_0065,10.195.205.135,risk,G_T_0065_risk_benign,G_T_0065_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00650"",""new_group"":""G_T_0065_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0065_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00643""}",2026-07-03T02:26:41+08:00
3289,655,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00655"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-07-03T02:26:41+08:00
3290,656,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00656"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-07-03T02:26:41+08:00
3291,657,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00657"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-07-03T02:26:41+08:00
3292,658,T_0066,10.198.212.148,action,G_T_0066_action_malicious,G_T_0066_action_benign,malicious vs benign,"{""new_claim_id"":""C_00658"",""new_group"":""G_T_0066_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_009"",""opposing_claim_id"":""C_00654""}",2026-07-03T02:26:41+08:00
3293,659,T_0066,10.198.212.148,risk,G_T_0066_risk_malicious,G_T_0066_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00659"",""new_group"":""G_T_0066_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0066_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_010"",""opposing_claim_id"":""C_00653""}",2026-07-03T02:26:41+08:00
3294,660,T_0066,10.198.212.148,risk,G_T_0066_risk_benign,G_T_0066_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00660"",""new_group"":""G_T_0066_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0066_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_003"",""opposing_claim_id"":""C_00659""}",2026-07-03T02:26:41+08:00
3295,665,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00665"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-07-03T02:26:42+08:00
3296,666,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00666"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-07-03T02:26:42+08:00
3297,667,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00667"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-07-03T02:26:42+08:00
3298,668,T_0067,10.201.219.161,action,G_T_0067_action_benign,G_T_0067_action_malicious,benign vs malicious,"{""new_claim_id"":""C_00668"",""new_group"":""G_T_0067_action_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_action_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_015"",""opposing_claim_id"":""C_00664""}",2026-07-03T02:26:42+08:00
3299,669,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00669"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-07-03T02:26:42+08:00
3300,670,T_0067,10.201.219.161,risk,G_T_0067_risk_benign,G_T_0067_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00670"",""new_group"":""G_T_0067_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0067_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_016"",""opposing_claim_id"":""C_00663""}",2026-07-03T02:26:42+08:00
3301,675,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00675"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-07-03T02:26:42+08:00
3302,676,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00676"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-07-03T02:26:42+08:00
3303,677,T_0068,,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00677"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-07-03T02:26:42+08:00
3304,678,T_0068,10.204.226.174,action,G_T_0068_action_malicious,G_T_0068_action_benign,malicious vs benign,"{""new_claim_id"":""C_00678"",""new_group"":""G_T_0068_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_021"",""opposing_claim_id"":""C_00674""}",2026-07-03T02:26:42+08:00
3305,679,T_0068,10.204.226.174,risk,G_T_0068_risk_malicious,G_T_0068_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00679"",""new_group"":""G_T_0068_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0068_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_022"",""opposing_claim_id"":""C_00673""}",2026-07-03T02:26:42+08:00
3306,680,T_0068,10.204.226.174,risk,G_T_0068_risk_benign,G_T_0068_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00680"",""new_group"":""G_T_0068_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0068_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_COMM_001"",""opposing_claim_id"":""C_00679""}",2026-07-03T02:26:42+08:00
3307,685,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00685"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-07-03T02:26:42+08:00
3308,686,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00686"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-07-03T02:26:42+08:00
3309,687,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00687"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-07-03T02:26:42+08:00
3310,688,T_0069,10.207.233.187,action,G_T_0069_action_malicious,G_T_0069_action_benign,malicious vs benign,"{""new_claim_id"":""C_00688"",""new_group"":""G_T_0069_action_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_action_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_027"",""opposing_claim_id"":""C_00684""}",2026-07-03T02:26:42+08:00
3311,689,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00689"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-07-03T02:26:42+08:00
3312,690,T_0069,10.207.233.187,risk,G_T_0069_risk_malicious,G_T_0069_risk_benign,malicious vs benign,"{""new_claim_id"":""C_00690"",""new_group"":""G_T_0069_risk_malicious"",""new_label"":""malicious"",""opposing_group"":""G_T_0069_risk_benign"",""opposing_label"":""benign"",""opposing_agent"":""A_N_028"",""opposing_claim_id"":""C_00683""}",2026-07-03T02:26:42+08:00
3313,695,T_0070,10.210.240.200,risk,G_T_0070_risk_benign,G_T_0070_risk_malicious,benign vs malicious,"{""new_claim_id"":""C_00695"",""new_group"":""G_T_0070_risk_benign"",""new_label"":""benign"",""opposing_group"":""G_T_0070_risk_malicious"",""opposing_label"":""malicious"",""opposing_agent"":""A_N_004"",""opposing_claim_id"":""C_00693""}",2026-07-03T02:26:42+08:00
